Person_id,Family_Number,Person_Number,Gender,Age,Nationality_Type,Trips_Done,Occupation_Status,License_Type
2308902,23089,2,Female,27,Saudi,Yes,House Person,Car Only
2308903,23089,3,Male,5,Saudi,Yes,Child not at nursery,No License
2308904,23089,4,Male,2,Saudi,Yes,Child at nursery,No License
2071001,20710,1,Male,28,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2071002,20710,2,Female,26,Saudi,Yes,Full Time Employed,No License
2344701,23447,1,Male,35,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2344702,23447,2,Female,30,Non-Saudi Arab,Yes,House Person,No License
2436801,24368,1,Male,64,Saudi,Yes,Retired,Car Only
2436802,24368,2,Female,26,Saudi,nothing,House Person,No License
2436803,24368,3,Female,18,Saudi,Yes,Disabled / Sick,No License
2436804,24368,4,Male,16,Saudi,Yes,Student - Secondary School,No License
2409201,24092,1,Male,34-44,Non-Saudi Arab,Yes,Part Time Work (<5 hours a day),Car Only
2409202,24092,2,Female,25-34,Non-Saudi Arab,Yes,Unemployed,No License
2409203,24092,3,Male,06-Nov,Non-Saudi Arab,Yes,Student - Elementary School,No License
2409204,24092,4,Female,<=5,Non-Saudi Arab,I was at home,Child not at nursery,No License
2154901,21549,1,Male,25-34,Saudi,Yes,Full Time Employed,Car Only
2154902,21549,2,Female,25-34,Saudi,Yes,House Person,Car Only
2154903,21549,3,Male,06-Nov,Saudi,Yes,Student - Elementary School,No License
2154904,21549,4,Female,<=5,Saudi,reason to exit,Child not at nursery,No License
2136101,21361,1,Male,30,Saudi,Yes,Full Time Employed,Car Only
2136102,21361,2,Female,28,Saudi,Yes,Unemployed,No License
2136103,21361,3,Female,4,Saudi,baby,Child not at nursery,No License
2136104,21361,4,Male,1,Saudi,baby,Child not at nursery,No License
2337401,23374,1,Male,45,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2337402,23374,2,Female,35,Saudi,Yes,Full Time Employed,No License
2337403,23374,3,Male,8,Non-Saudi Arab,Vacation,Student - Elementary School,No License
2337404,23374,4,Male,4,Non-Saudi Arab,no,Child not at nursery,No License
2337405,23374,5,Female,1,Non-Saudi Arab,no,Child not at nursery,No License
2454201,24542,1,Male,34-44,Saudi,Yes,Full Time Employed,Car Only
2454202,24542,2,Female,34-44,Saudi,Yes,House Person,No License
2454203,24542,3,Female,18-24,Saudi,Yes,Full Time Employed,No License
2454204,24542,4,Male,06-Nov,Saudi,Yes,Student - Elementary School,No License
2355801,23558,1,Male,39,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2355802,23558,2,Female,30,Non-Saudi Non-Arab,Yes,Unemployed,No License
2545801,25458,1,Male,25-34,Saudi,Yes,Self-Employed (own business),Car Only
2545802,25458,2,Female,25-34,Saudi,Yes,House Person,No License
2545803,25458,3,Female,<=5,Saudi,child,Child not at nursery,No License
2266101,22661,1,Male,41,Non-Saudi Non-Arab,Yes,Full Time Employed,No License
2266102,22661,2,Female,35,Non-Saudi Non-Arab,Yes,Unemployed,No License
2429601,24296,1,Male,64,Saudi,Yes,Retired,Car Only
2429602,24296,2,Female,26,Saudi,nothing,House Person,Car Only
2429603,24296,3,Female,18,Saudi,Yes,Student - College: Full-Time (does not work),No License
2320601,23206,1,Male,43,Saudi,Yes,Self-Employed (own business),Car Only
2320602,23206,2,Female,40,Saudi,Home Errands,House Person,No License
2320603,23206,3,Male,17,Saudi,Yes,Student - Secondary School,No License
2320604,23206,4,Male,11,Saudi,Yes,Student - Elementary School,No License
2320605,23206,5,Male,8,Saudi,Yes,Student - Elementary School,No License
2320606,23206,6,Female,7,Saudi,Yes,Student - Elementary School,No License
2320607,23206,7,Female,4,Saudi,A child who is not in foster care,Child not at nursery,No License
2016901,20169,1,Male,50,Saudi,Yes,Full Time Employed,Car Only
2016902,20169,2,Female,34,Non-Saudi Arab,Yes,House Person,No License
2016903,20169,3,Male,11,Saudi,Yes,Student - Elementary School,No License
2016904,20169,4,Female,10,Saudi,Yes,Student - Elementary School,No License
2016905,20169,5,Male,5,Saudi,Not in a nursery,Child not at nursery,No License
2016906,20169,6,Female,3,Saudi,He did not go to nursery,Child not at nursery,No License
2443201,24432,1,Male,65,Saudi,Yes,Retired,Car Only
2443202,24432,2,Female,55,Saudi,housewife,Unemployed,No License
2443203,24432,3,Male,24,Saudi,Yes,Full Time Employed,Car Only
2443204,24432,4,Male,22,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2443205,24432,5,Female,16,Saudi,Yes,Student - Secondary School,No License
2443206,24432,6,Female,12,Saudi,Yes,Student - Elementary School,No License
2287601,22876,1,Male,50,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2287602,22876,2,Female,40,Non-Saudi Non-Arab,Yes,House Person,No License
2287603,22876,3,Female,16,Non-Saudi Non-Arab,Yes,Student - Secondary School,No License
2287604,22876,4,Male,12,Non-Saudi Non-Arab,Yes,Student - Elementary School,No License
2409101,24091,1,Male,34-44,Non-Saudi Arab,Yes,Part Time Work (<5 hours a day),Car Only
2409102,24091,2,Female,25-34,Non-Saudi Arab,Yes,Unemployed,No License
2409103,24091,3,Male,06-Nov,Non-Saudi Arab,Yes,Student - Elementary School,No License
2408001,24080,1,Male,46,Saudi,Yes,Retired,Car Only
2408002,24080,2,Female,38,Saudi,Yes,Unemployed,No License
2408003,24080,3,Male,4,Saudi,child,Child not at nursery,No License
2072201,20722,1,Male,66,Saudi,Yes,Retired,Car Only
2072202,20722,2,Female,55-64,Saudi,Yes,House Person,No License
2072203,20722,3,Male,30,Saudi,Yes,Full Time Employed,Car Only
2072204,20722,4,Male,25,Saudi,illness,Unemployed,Car Only
2320501,23205,1,Male,46,Saudi,Yes,Full Time Employed,Car Only
2320502,23205,2,Female,41,Saudi,Yes,House Person,No License
2482301,24823,1,Male,25-34,Saudi,Yes,Full Time Employed,Car Only
2155001,21550,1,Male,25-34,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2155002,21550,2,Female,25-34,Non-Saudi Arab,No reason to get out,House Person,No License
2155003,21550,3,Male,Dec-15,Non-Saudi Arab,Yes,Student - Primary School,No License
2155004,21550,4,Male,06-Nov,Non-Saudi Arab,Yes,Student - Elementary School,No License
2155005,21550,5,Male,06-Nov,Non-Saudi Arab,Yes,Student - Elementary School,No License
2155006,21550,6,Female,<=5,Non-Saudi Arab,reason to exit,Child not at nursery,No License
2420601,24206,1,Male,45-54,Saudi,Yes,Full Time Employed,Car Only
2420602,24206,2,Female,34-44,Saudi,nothing,House Person,No License
2420603,24206,3,Male,06-Nov,Saudi,Yes,Student - Elementary School,No License
2420604,24206,4,Female,Dec-15,Saudi,Yes,Student - Primary School,No License
2334901,23349,1,Male,45-54,Saudi,Yes,Full Time Employed,Car Only
2334902,23349,2,Male,18-24,Saudi,Yes,Full Time Employed,Car Only
2334903,23349,3,Female,34-44,Saudi,Yes,Unemployed,Car Only
2334904,23349,4,Male,Dec-15,Saudi,Yes,Student - Primary School,No License
2136301,21363,1,Male,32,Saudi,Yes,Full Time Employed,Car Only
2136302,21363,2,Female,29,Saudi,housewife,Unemployed,No License
2136303,21363,3,Male,7,Saudi,School Holiday,Student - Elementary School,No License
2136304,21363,4,Female,2,Saudi,his baby boy,Child not at nursery,No License
2327601,23276,1,Male,25-34,Saudi,Yes,Full Time Employed,Car Only
2327602,23276,2,Female,25-34,Saudi,Yes,House Person,Car Only
2327603,23276,3,Male,<=5,Saudi,child,Child not at nursery,No License
2327604,23276,4,Female,06-Nov,Saudi,Yes,Student - Elementary School,No License
2327605,23276,5,Female,<=5,Saudi,child,Child not at nursery,No License
2119901,21199,1,Male,30,Non-Saudi Non-Arab,Yes,Self-Employed (own business),Car Only
2119902,21199,2,Female,28,Non-Saudi Non-Arab,No reason to get out,House Person,No License
2119903,21199,3,Female,7,Non-Saudi Non-Arab,Yes,Student - Elementary School,No License
2119904,21199,4,Female,5,Non-Saudi Non-Arab,no,Child not at nursery,No License
2119905,21199,5,Male,3,Non-Saudi Non-Arab,no,Child not at nursery,No License
2543001,25430,1,Male,42,Saudi,Yes,Full Time Employed,Car Only
2543002,25430,2,Male,34,Saudi,homework,Unemployed,Car Only
2543003,25430,3,Male,11,Saudi,Yes,Student - Elementary School,No License
2543004,25430,4,Male,8,Saudi,Yes,Student - Elementary School,No License
2475601,24756,1,Male,45-54,Saudi,Yes,Full Time Employed,Car Only
2475602,24756,2,Female,45-54,Saudi,Yes,House Person,No License
2475603,24756,3,Male,18-24,Saudi,Yes,Student - College: Full-Time (does not work),Car Only
2475604,24756,4,Male,18-24,Saudi,Yes,Student - College: Full-Time (does not work),Car Only
2475605,24756,5,Female,06-Nov,Saudi,Yes,Student - Elementary School,No License
2475606,24756,6,Female,06-Nov,Saudi,Yes,Student - Elementary School,No License
2455001,24550,1,Male,26,Saudi,Yes,Full Time Employed,Car Only
2455002,24550,2,Female,24,Saudi,Yes,House Person,No License
2455003,24550,3,Male,19,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2225101,22251,1,Male,45,Saudi,Yes,Full Time Employed,Car Only
2225102,22251,2,Female,40,Saudi,Yes,Unemployed,No License
2225103,22251,3,Male,18,Saudi,Yes,Student - College: Full-Time (does not work),Car Only
2225104,22251,4,Male,12,Saudi,Yes,Student - Elementary School,No License
2225105,22251,5,Female,10,Saudi,Yes,Student - Elementary School,No License
2225106,22251,6,Male,4,Saudi,no,Child not at nursery,No License
2482201,24822,1,Male,25-34,Saudi,Yes,Part Time Work (<5 hours a day),Car Only
2409001,24090,1,Male,34-44,Saudi,Yes,Full Time Employed,Car Only
2409002,24090,2,Female,25-34,Saudi,Yes,Unemployed,No License
2409003,24090,3,Male,Dec-15,Saudi,Yes,Student - Primary School,No License
2409004,24090,4,Female,06-Nov,Saudi,Yes,Student - Elementary School,No License
2345301,23453,1,Female,42,Non-Saudi Arab,Yes,House Person,No License
2345302,23453,2,Male,23,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2345303,23453,3,Female,21,Non-Saudi Arab,Yes,House Person,No License
2345304,23453,4,Female,17,Non-Saudi Arab,Yes,Student - Secondary School,No License
2345305,23453,5,Male,16,Non-Saudi Arab,Yes,Student - Secondary School,No License
2345306,23453,6,Female,12,Non-Saudi Arab,Yes,Student - Elementary School,No License
2345307,23453,7,Female,9,Non-Saudi Arab,Yes,Student - Elementary School,No License
2375501,23755,1,Male,64,Saudi,Yes,Full Time Employed,Car Only
2375502,23755,2,Female,50,Saudi,do not want,House Person,No License
2375503,23755,3,Female,27,Saudi,Yes,Full Time Employed,No License
2375504,23755,4,Male,25,Saudi,Yes,Full Time Employed,Car Only
2375505,23755,5,Female,21,Saudi,Yes,Unemployed,No License
2482101,24821,1,Male,18-24,Saudi,Yes,Part Time Work (<5 hours a day),Car Only
2303001,23030,1,Male,54,Saudi,Yes,Retired,Car Only
2303002,23030,2,Female,47,Saudi,Yes,House Person,No License
2303003,23030,3,Male,25,Saudi,Yes,Full Time Employed,Car Only
2303004,23030,4,Female,21,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2303005,23030,5,Female,18,Saudi,Yes,Student - University: Full-Time (does not work),No License
2303006,23030,6,Female,9,Saudi,Yes,Student - Elementary School,No License
2303901,23039,1,Male,55-64,Saudi,Yes,Full Time Employed,Car Only
2303902,23039,2,Female,55-64,Saudi,Yes,Full Time Employed,Car Only
2303903,23039,3,Female,25-34,Saudi,Yes,Unemployed,No License
2303904,23039,4,Male,25-34,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2337801,23378,1,Male,34-44,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2337802,23378,2,Female,25-34,Non-Saudi Arab,Yes,House Person,No License
2337803,23378,3,Male,2,Non-Saudi Arab,Yes,Child not at nursery,No License
2337804,23378,4,Male,1,Non-Saudi Arab,Yes,Child not at nursery,No License
2320401,23204,1,Male,35,Saudi,Yes,Full Time Employed,Car Only
2320402,23204,2,Female,34,Saudi,Yes,House Person,Car Only
2320403,23204,3,Female,5,Saudi,Not in the nursery,Child not at nursery,No License
2320404,23204,4,Female,3,Saudi,Not in the nursery,Child not at nursery,No License
2320405,23204,5,Male,1,Saudi,Not in the nursery,Child not at nursery,No License
2287301,22873,1,Male,62,Saudi,Yes,Retired,Car Only
2287302,22873,2,Female,49,Saudi,Yes,House Person,No License
2287303,22873,3,Male,17,Saudi,Yes,Student - Secondary School,No License
2287304,22873,4,Female,15,Saudi,Yes,Student - Primary School,No License
2287305,22873,5,Female,11,Saudi,Yes,Student - Elementary School,No License
2287306,22873,6,Male,8,Saudi,Yes,Student - Elementary School,No License
2327401,23274,1,Male,25-34,Saudi,Yes,Full Time Employed,Car Only
2327402,23274,2,Female,25-34,Saudi,Yes,House Person,No License
2327403,23274,3,Male,<=5,Saudi,no,Child not at nursery,No License
2443301,24433,1,Male,49,Saudi,Yes,Full Time Employed,Car Only
2443302,24433,2,Female,40,Saudi,Yes,Full Time Employed,No License
2443303,24433,3,Male,22,Saudi,Yes,Full Time Employed,Car Only
2443304,24433,4,Female,21,Saudi,Yes,Student - University: Full-Time (does not work),No License
2443305,24433,5,Male,15,Saudi,Yes,Student - Primary School,No License
2443306,24433,6,Male,4,Saudi,A child is not in the nursery,Child not at nursery,No License
2510201,25102,1,Male,61,Saudi,Yes,Retired,Car Only
2510202,25102,2,Female,55,Saudi,Yes,House Person,Car Only
2510203,25102,3,Male,22,Saudi,Yes,Unemployed,Car Only
2510204,25102,4,Female,19,Saudi,Yes,Student - University: Full-Time (does not work),No License
2044101,20441,1,Male,35,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2044102,20441,2,Female,29,Non-Saudi Arab,Yes,Unemployed,No License
2044103,20441,3,Male,11,Non-Saudi Arab,Yes,Student - Elementary School,No License
2044104,20441,4,Female,7,Non-Saudi Arab,Yes,Student - Elementary School,No License
2450001,24500,1,Male,36,Saudi,Yes,Full Time Employed,Car Only
2450002,24500,2,Female,30,Saudi,Yes,House Person,No License
2450003,24500,3,Male,12,Saudi,Yes,Student - Elementary School,No License
2450004,24500,4,Female,10,Saudi,Yes,Student - Elementary School,No License
2450005,24500,5,Male,7,Saudi,Yes,Student - Elementary School,No License
2450006,24500,6,Female,6,Saudi,Yes,Child not at nursery,No License
2225001,22250,1,Male,50,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2225002,22250,2,Female,39,Non-Saudi Arab,Yes,Unemployed,Car Only
2183101,21831,1,Male,34-44,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2183102,21831,2,Male,34-44,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2454801,24548,1,Male,45,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2454802,24548,2,Male,27,Saudi,Yes,Full Time Employed,No License
2207701,22077,1,Male,87,Saudi,Yes,Retired,Car Only
2207702,22077,2,Male,49,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2543101,25431,1,Male,44,Saudi,Yes,Full Time Employed,Car Only
2543102,25431,2,Female,36,Saudi,homework,Unemployed,No License
2543103,25431,3,Female,16,Saudi,Yes,Student - Secondary School,No License
2543104,25431,4,Female,13,Saudi,Yes,Student - Primary School,No License
2482001,24820,1,Male,25-34,Saudi,Yes,Full Time Employed,Car Only
2482002,24820,2,Female,25-34,Saudi,Yes,House Person,No License
2482003,24820,3,Male,<=5,Saudi,infant,Child not at nursery,No License
2136401,21364,1,Male,54,Saudi,Yes,Retired,Car Only
2136402,21364,2,Female,49,Saudi,housewife,Unemployed,Car Only
2136403,21364,3,Female,21,Saudi,Yes,Student - College: Full-Time (does not work),No License
2136404,21364,4,Female,19,Saudi,Yes,Student - College: Full-Time (does not work),No License
2475701,24757,1,Male,45-54,Saudi,Yes,Retired,Car Only
2475702,24757,2,Female,55-64,Saudi,Yes,Full Time Employed,No License
2475703,24757,3,Female,18-24,Saudi,Yes,Full Time Employed,Car Only
2475704,24757,4,Female,18-24,Saudi,Yes,Student - University: Full-Time (does not work),No License
2475705,24757,5,Male,18-24,Saudi,Yes,Student - College: Full-Time (does not work),Car Only
2475706,24757,6,Male,16-17,Saudi,Yes,Student - Secondary School,No License
2475707,24757,7,Female,06-Nov,Saudi,Yes,Student - Elementary School,No License
2364101,23641,1,Male,38,Non-Saudi Arab,Yes,Self-Employed (own business),Car Only
2364102,23641,2,Female,29,Non-Saudi Arab,Yes,House Person,No License
2364103,23641,3,Female,5,Non-Saudi Arab,no,Child not at nursery,No License
2368701,23687,1,Male,54,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2368702,23687,2,Female,42,Non-Saudi Arab,Yes,House Person,No License
2368703,23687,3,Female,16,Non-Saudi Arab,Yes,Student - Secondary School,No License
2368704,23687,4,Female,14,Non-Saudi Arab,Yes,Student - Primary School,No License
2368705,23687,5,Female,12,Non-Saudi Arab,Yes,Student - Elementary School,No License
2368706,23687,6,Female,10,Non-Saudi Arab,Yes,Student - Elementary School,No License
2368707,23687,7,Female,9,Non-Saudi Arab,Yes,Student - Elementary School,No License
2044201,20442,1,Male,45,Saudi,Yes,Full Time Employed,Car Only
2044202,20442,2,Female,32,Saudi,Her mother is there,House Person,No License
2044203,20442,3,Male,11,Saudi,Yes,Student - Elementary School,No License
2044204,20442,4,Male,8,Saudi,Yes,Student - Elementary School,No License
2304101,23041,1,Male,33,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2304102,23041,2,Female,32,Non-Saudi Non-Arab,Yes,Unemployed,No License
2304103,23041,3,Male,4,Non-Saudi Non-Arab,no,Child not at nursery,No License
2325601,23256,1,Male,55-64,Saudi,Old age,Retired,Car Only
2325602,23256,2,Female,45-54,Saudi,Yes,House Person,No License
2325603,23256,3,Female,18-24,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2325604,23256,4,Female,18-24,Saudi,Yes,Unemployed,Car Only
2345501,23455,1,Male,50,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2345502,23455,2,Female,44,Non-Saudi Arab,Yes,House Person,No License
2345503,23455,3,Female,23,Non-Saudi Arab,Yes,House Person,No License
2345504,23455,4,Male,17,Non-Saudi Arab,Yes,Student - Secondary School,No License
2224901,22249,1,Male,60,Saudi,Yes,Retired,Car Only
2224902,22249,2,Female,50,Saudi,Yes,Unemployed,No License
2224903,22249,3,Female,25,Saudi,Yes,Full Time Employed,Car Only
2224904,22249,4,Male,20,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2334801,23348,1,Male,55-64,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2334802,23348,2,Female,34-44,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2334803,23348,3,Female,1,Non-Saudi Arab,A child is not in the nursery,Child not at nursery,No License
2334804,23348,4,Female,2,Non-Saudi Arab,A child who is not in foster care,Child not at nursery,No License
2475401,24754,1,Male,25-34,Saudi,Yes,Self-Employed (own business),Car Only
2475402,24754,2,Female,55-64,Saudi,Yes,House Person,No License
2475403,24754,3,Female,34-44,Saudi,Yes,Full Time Employed,Car Only
2364201,23642,1,Male,35,Saudi,Yes,Full Time Employed,Car Only
2364202,23642,2,Female,28,Saudi,Yes,House Person,No License
2320301,23203,1,Male,43,Saudi,Yes,Full Time Employed,Car Only
2320302,23203,2,Female,41,Saudi,Home Errands,House Person,No License
2320303,23203,3,Male,14,Saudi,Yes,Student - Primary School,No License
2320304,23203,4,Male,9,Saudi,Yes,Student - Elementary School,No License
2320305,23203,5,Female,5,Saudi,no,Child not at nursery,No License
2320306,23203,6,Male,2,Saudi,no,Child not at nursery,No License
2481901,24819,1,Male,34-44,Saudi,Yes,Full Time Employed,Car Only
